,genome_id,genome_name,taxon_id,genome_status,genome_length,gc_content,contig_l50,contig_n50,chromosomes,plasmids,contigs,patric_cds,refseq_cds,trna,rrnacoarse_consistency,fine_consistency,checkm_completeness,checkm_contamination,genome_qualitydate_created,date_modified
307480,562.58792,Escherichia coli strain ENV737,562,WGS,4680301,50.808613,8.0,195127.0,0.0,0.0,60,4513.0,,84.0,,96.3,,,,2020-04-01T16:16:20.938Z
307481,562.58772,Escherichia coli strain ENV76,562,WGS,4776788,50.701748,8.0,191039.0,0.0,0.0,74,4709.0,,79.0,,96.3,,,,2020-04-01T16:15:54.898Z
307633,562.65794,Escherichia coli strain ESBL232B15_13_2E,562,WGS,4841639,50.610485,10.0,191011.0,0.0,0.0,134,4821.0,,80.0,,97.9,,,,2020-10-30T14:27:56.741Z
307637,562.65795,Escherichia coli strain ESBL370B15_13_2A,562,WGS,4905973,50.572353,11.0,183831.0,0.0,0.0,145,4895.0,,80.0,,98.0,,,,2020-10-29T01:19:30.529Z
307638,562.65793,Escherichia coli strain ESBL37B15_13_1E,562,WGS,4891246,50.677845,11.0,167463.0,0.0,0.0,151,4948.0,,81.0,,97.9,,,,2020-10-29T01:19:34.468Z
308031,562.12961,Escherichia coli strain F1-8-ERB4,562,WGS,5272562,57.48,2.0,753501.0,,,30,5155.0,4859.0,83.0,,98.4,95.5,5.8,,2016-11-19T16:10:59.886Z
308298,562.42761,Escherichia coli strain FDA-CDC-AR_0020,562,WGS,5092448,50.745495,7.0,242809.0,,,97,5134.0,,81.0,,98.4,,,,2019-03-24T02:00:02.624Z
308300,562.42762,Escherichia coli strain FDA-CDC-AR_0084,562,WGS,5146613,50.824764,5.0,392019.0,,,60,5173.0,,84.0,,98.5,,,,2019-03-24T02:00:15.150Z
309586,562.7619,Escherichia coli strain G100788-1A,562,WGS,5666911,50.21,17.0,117016.0,,,249,6140.0,5459.0,94.0,,98.0,100.0,0.4,,2016-01-17T17:06:40.122Z
309667,562.772,Escherichia coli strain G302551,562,WGS,4934711,50.73,14.0,103097.0,,,152,5009.0,4608.0,79.0,,98.4,99.6,0.7,,2016-01-17T17:07:16.510Z
309669,562.7794,Escherichia coli strain G303212,562,WGS,5183728,50.14,9.0,223227.0,,,282,5434.0,4834.0,80.0,,97.1,100.0,1.4,,2016-01-17T17:07:42.302Z
309703,562.7772,Escherichia coli strain G400792,562,WGS,5030955,50.62,9.0,233965.0,,,83,5110.0,4749.0,81.0,,99.3,100.0,0.0,,2016-01-17T17:07:34.546Z
309704,562.7671,Escherichia coli strain G400871,562,WGS,5190238,50.61,12.0,148264.0,,,175,5402.0,4907.0,89.0,,99.1,100.0,0.0,,2016-01-17T17:06:59.471Z
309706,562.7786,Escherichia coli strain G401529,562,WGS,5208687,50.6,16.0,91811.0,,,200,5489.0,4951.0,88.0,,98.2,100.0,0.0,,2016-01-17T17:07:39.441Z
309721,562.7647,Escherichia coli strain G500007,562,WGS,5149908,50.57,10.0,154605.0,,,143,5310.0,4840.0,81.0,,99.3,100.0,0.0,,2016-01-17T17:06:50.349Z
309722,562.7793,Escherichia coli strain G500297-1,562,WGS,5013256,50.42,8.0,211200.0,,,131,5083.0,4668.0,83.0,,99.4,100.0,0.0,,2016-01-17T17:07:41.921Z
309723,562.7738,Escherichia coli strain G500407,562,WGS,4793312,50.6,8.0,191425.0,,,74,4782.0,4475.0,76.0,,99.5,100.0,0.4,,2016-01-17T17:07:22.504Z
309724,562.774,Escherichia coli strain G500830,562,WGS,5209125,50.63,14.0,100616.0,,,183,5382.0,4911.0,83.0,,98.7,99.6,0.4,,2016-01-17T17:07:23.133Z
309725,562.7639,Escherichia coli strain G503854,562,WGS,4949391,50.62,9.0,210003.0,,,99,5007.0,4610.0,85.0,,99.6,100.0,0.0,,2016-01-17T17:06:47.339Z
309726,562.7744,Escherichia coli strain G504540,562,WGS,5072005,50.59,10.0,137896.0,,,150,5231.0,4798.0,85.0,,99.5,100.0,0.0,,2016-01-17T17:07:24.580Z
309737,562.7775,Escherichia coli strain G603423,562,WGS,5120183,50.46,20.0,81561.0,,,205,5278.0,4833.0,85.0,,98.4,98.2,0.4,,2016-01-17T17:07:35.527Z
309741,562.7674,Escherichia coli strain G702074-2,562,WGS,5415101,50.21,13.0,154108.0,,,121,5650.0,5153.0,85.0,,98.8,100.0,0.7,,2016-01-17T17:07:00.518Z
311771,562.7718,Escherichia coli strain KCJ2K2553,562,WGS,5052036,50.574978,12.0,130990.0,0.0,0.0,179,5097.0,4811.0,84.0,,98.8,,,,2021-08-01T15:40:03.092Z
313001,562.42763,Escherichia coli strain M1,562,WGS,4818838,50.685703,15.0,119082.0,,,176,4826.0,,81.0,,99.1,,,,2019-03-24T02:00:10.289Z
313010,562.42764,Escherichia coli strain M10,562,WGS,4756659,50.66729,9.0,153588.0,,,135,4723.0,,86.0,,98.8,,,,2019-03-24T02:00:26.023Z
313020,562.42765,Escherichia coli strain M11,562,WGS,5232466,50.80975,8.0,224949.0,,,137,5314.0,,83.0,,98.6,,,,2019-03-24T02:04:55.795Z
313025,562.42766,Escherichia coli strain M12,562,WGS,4756929,50.66821,10.0,153246.0,,,134,4736.0,,86.0,,98.8,,,,2019-03-24T02:00:20.964Z
313027,562.42767,Escherichia coli strain M13,562,WGS,5234701,50.82096,9.0,222498.0,,,246,5424.0,,84.0,,98.7,,,,2019-03-24T02:05:01.229Z
313032,562.42768,Escherichia coli strain M14,562,WGS,5255873,50.899296,8.0,222722.0,,,321,5494.0,,84.0,,98.7,,,,2019-03-24T02:00:47.739Z
313039,562.42769,Escherichia coli strain M15,562,WGS,4756526,50.665207,10.0,155970.0,,,145,4734.0,,87.0,,98.9,,,,2019-03-24T02:05:06.773Z
313043,562.4277,Escherichia coli strain M16,562,WGS,5055282,50.83354,10.0,137062.0,,,233,5174.0,,85.0,,99.0,,,,2019-03-24T02:05:42.545Z
313050,562.42771,Escherichia coli strain M17,562,WGS,4751956,50.678337,10.0,127922.0,,,163,4736.0,,86.0,,98.9,,,,2019-03-24T02:03:30.542Z
313055,562.42772,Escherichia coli strain M18,562,WGS,5347344,50.580654,13.0,150436.0,,,223,5495.0,,87.0,,97.3,,,,2019-03-24T02:05:22.152Z
313062,562.42773,Escherichia coli strain M19,562,WGS,5256742,50.743217,11.0,200285.0,,,170,5382.0,,88.0,,98.7,,,,2019-03-24T02:04:50.546Z
313065,562.42774,Escherichia coli strain M2,562,WGS,4757119,50.66596,9.0,172508.0,,,142,4732.0,,86.0,,98.7,,,,2019-03-24T02:04:40.752Z
313067,562.42775,Escherichia coli strain M20,562,WGS,4757667,50.6661,12.0,119275.0,,,149,4745.0,,85.0,,99.0,,,,2019-03-24T02:04:45.744Z
313069,562.42776,Escherichia coli strain M21,562,WGS,5121705,50.75651,8.0,218307.0,,,112,5149.0,,84.0,,98.4,,,,2019-03-24T02:05:16.624Z
313072,562.42777,Escherichia coli strain M22,562,WGS,5174187,50.764553,7.0,243764.0,,,129,5227.0,,81.0,,98.5,,,,2019-03-24T02:09:32.999Z
313074,562.42778,Escherichia coli strain M23,562,WGS,5336650,50.6182,14.0,145551.0,,,265,5527.0,,86.0,,97.9,,,,2019-03-24T02:09:43.053Z
313077,562.42779,Escherichia coli strain M24,562,WGS,5369039,50.67581,7.0,280384.0,,,103,5473.0,,83.0,,98.6,,,,2019-03-24T02:05:28.319Z
313080,562.4278,Escherichia coli strain M25,562,WGS,5037904,50.624863,8.0,209459.0,,,87,5014.0,,82.0,,98.7,,,,2019-03-24T02:09:38.099Z
313082,562.42781,Escherichia coli strain M26,562,WGS,5251631,50.676125,6.0,342515.0,,,79,5331.0,,84.0,,98.7,,,,2019-03-24T02:09:53.650Z
313084,562.42782,Escherichia coli strain M27,562,WGS,5349054,50.74869,9.0,222532.0,,,211,5517.0,,87.0,,98.1,,,,2019-03-24T02:10:48.762Z
313088,562.42783,Escherichia coli strain M29,562,WGS,4866218,50.834404,13.0,119276.0,,,161,4853.0,,84.0,,99.2,,,,2019-03-24T02:08:00.422Z
313094,562.42784,Escherichia coli strain M3,562,WGS,5235350,50.820423,9.0,222498.0,,,231,5412.0,,83.0,,98.7,,,,2019-03-24T02:09:01.174Z
313097,562.42785,Escherichia coli strain M30,562,WGS,5001884,50.50547,6.0,255508.0,,,66,4971.0,,80.0,,98.7,,,,2019-03-24T02:08:55.582Z
313100,562.42786,Escherichia coli strain M31,562,WGS,5328991,50.52784,15.0,107493.0,,,162,5331.0,,89.0,,98.9,,,,2019-03-24T02:09:27.728Z
313102,562.42787,Escherichia coli strain M32,562,WGS,5299166,50.738686,8.0,217253.0,,,133,5385.0,,83.0,,98.3,,,,2019-03-24T02:14:18.781Z
313104,562.42788,Escherichia coli strain M33,562,WGS,5231834,50.808838,8.0,237099.0,,,132,5320.0,,83.0,,98.6,,,,2019-03-24T02:14:02.006Z
313106,562.42789,Escherichia coli strain M34,562,WGS,5259600,50.831375,8.0,225030.0,,,225,5437.0,,83.0,,98.6,,,,2019-03-24T02:14:08.180Z
313109,562.4279,Escherichia coli strain M35,562,WGS,5180322,50.78528,8.0,237099.0,,,98,5240.0,,84.0,,98.7,,,,2019-03-24T02:09:48.424Z
313111,562.42791,Escherichia coli strain M36,562,WGS,5257099,50.833416,7.0,237099.0,,,206,5425.0,,84.0,,98.7,,,,2019-03-24T02:10:03.125Z
313113,562.42792,Escherichia coli strain M37,562,WGS,5209159,50.84314,8.0,225988.0,,,211,5355.0,,83.0,,97.6,,,,2019-03-24T02:10:08.450Z
313115,562.42794,Escherichia coli strain M38,562,WGS,5196981,50.567398,7.0,256853.0,,,123,5257.0,,84.0,,98.7,,,,2019-03-24T02:14:31.507Z
313117,562.42796,Escherichia coli strain M39,562,WGS,5002454,50.505653,5.0,383195.0,,,65,4963.0,,80.0,,98.8,,,,2019-03-24T02:12:27.253Z
313119,562.42797,Escherichia coli strain M4,562,WGS,5287259,50.807686,10.0,173832.0,,,225,5492.0,,84.0,,98.6,,,,2019-03-24T02:13:46.709Z
313126,562.42799,Escherichia coli strain M40,562,WGS,5305088,50.74108,8.0,269523.0,,,129,5405.0,,83.0,,98.2,,,,2019-03-24T02:13:52.813Z
313128,562.428,Escherichia coli strain M41,562,WGS,5230311,50.812447,7.0,225513.0,,,126,5307.0,,84.0,,98.7,,,,2019-03-24T02:14:25.657Z
313130,562.42801,Escherichia coli strain M42,562,WGS,5232527,50.81027,8.0,225030.0,,,142,5339.0,,83.0,,98.7,,,,2019-03-24T02:19:09.192Z
313132,562.42802,Escherichia coli strain M43,562,WGS,5259594,50.82628,8.0,225862.0,,,216,5429.0,,84.0,,98.7,,,,2019-03-24T02:19:03.387Z
313134,562.42803,Escherichia coli strain M44,562,WGS,5261160,50.783783,10.0,215760.0,,,149,5367.0,,83.0,,98.3,,,,2019-03-24T02:19:14.764Z
313137,562.42805,Escherichia coli strain M45,562,WGS,5261304,50.830498,8.0,225927.0,,,219,5445.0,,83.0,,98.7,,,,2019-03-24T02:18:48.935Z
313141,562.42804,Escherichia coli strain M46,562,WGS,5208731,50.83578,7.0,237099.0,,,213,5365.0,,83.0,,97.6,,,,2019-03-24T02:14:43.105Z
313144,562.42806,Escherichia coli strain M47,562,WGS,5259365,50.830738,8.0,225862.0,,,212,5432.0,,83.0,,98.6,,,,2019-03-24T02:15:04.008Z
313146,562.42807,Escherichia coli strain M48,562,WGS,5095665,50.80187,7.0,228618.0,,,183,5199.0,,83.0,,98.7,,,,2019-03-24T02:14:54.255Z
313148,562.42808,Escherichia coli strain M49,562,WGS,5326512,50.77845,8.0,237099.0,,,134,5481.0,,84.0,,98.2,,,,2019-03-24T02:19:37.941Z
313151,562.42809,Escherichia coli strain M5,562,WGS,5176030,50.791416,8.0,224361.0,,,174,5288.0,,80.0,,98.5,,,,2019-03-24T02:17:28.609Z
313158,562.4281,Escherichia coli strain M50,562,WGS,5240309,50.78654,9.0,221708.0,,,161,5349.0,,84.0,,98.7,,,,2019-03-24T02:18:37.585Z
313161,562.42811,Escherichia coli strain M51,562,WGS,5102107,50.290756,9.0,202164.0,,,105,5034.0,,84.0,,98.5,,,,2019-03-24T02:18:43.270Z
313164,562.42812,Escherichia coli strain M52,562,WGS,5188427,50.825577,9.0,224531.0,,,131,5246.0,,80.0,,98.4,,,,2019-03-24T02:23:51.595Z
313166,562.42813,Escherichia coli strain M53,562,WGS,5321757,50.780956,8.0,224949.0,,,146,5472.0,,83.0,,98.2,,,,2019-03-24T02:23:41.316Z
313168,562.42814,Escherichia coli strain M54,562,WGS,5308751,50.764145,8.0,237099.0,,,138,5450.0,,84.0,,98.3,,,,2019-03-24T02:23:56.847Z
313170,562.42815,Escherichia coli strain M55,562,WGS,5100455,50.289963,8.0,183794.0,,,79,5007.0,,85.0,,98.6,,,,2019-03-24T02:18:54.811Z
313176,562.42816,Escherichia coli strain M6,562,WGS,4952666,50.81249,8.0,223052.0,,,146,4993.0,,85.0,,99.0,,,,2019-03-24T02:23:36.444Z
313180,562.42817,Escherichia coli strain M7,562,WGS,5240279,50.826416,8.0,228077.0,,,190,5397.0,,84.0,,98.5,,,,2019-03-24T02:19:31.015Z
313194,562.42818,Escherichia coli strain M8,562,WGS,5136397,51.915203,6.0,314336.0,,,69,5016.0,,80.0,,97.3,,,,2019-03-24T02:20:08.467Z
313205,562.42819,Escherichia coli strain M9,562,WGS,4758349,50.669292,10.0,148017.0,,,147,4733.0,,87.0,,99.0,,,,2019-03-24T02:19:43.211Z
316467,562.4282,Escherichia coli strain MUGSI_106,562,WGS,5242614,50.716743,5.0,408398.0,,,87,5315.0,,85.0,,98.5,,,,2019-03-24T02:22:06.189Z
316469,562.42821,Escherichia coli strain MUGSI_123,562,WGS,5159777,50.37921,8.0,193015.0,,,125,5061.0,,87.0,,98.7,,,,2019-03-24T02:23:31.341Z
316471,562.42822,Escherichia coli strain MUGSI_13,562,WGS,4923524,50.6196,10.0,187310.0,,,138,4957.0,,83.0,,98.9,,,,2019-03-24T02:23:19.340Z
316473,562.42823,Escherichia coli strain MUGSI_132,562,WGS,5331204,50.73199,16.0,110756.0,,,196,5507.0,,84.0,,97.9,,,,2019-03-24T02:28:32.171Z
316475,562.42824,Escherichia coli strain MUGSI_134,562,WGS,4862454,50.709457,12.0,132403.0,,,109,4771.0,,83.0,,98.2,,,,2019-03-24T02:23:25.965Z
316477,562.42825,Escherichia coli strain MUGSI_138,562,WGS,4933726,50.59085,12.0,134105.0,,,101,4949.0,,88.0,,98.7,,,,2019-03-24T02:27:23.170Z
316479,562.42826,Escherichia coli strain MUGSI_14,562,WGS,5239760,50.695393,9.0,182789.0,,,130,5358.0,,82.0,,98.2,,,,2019-03-24T02:28:25.371Z
316481,562.42827,Escherichia coli strain MUGSI_147,562,WGS,5270297,50.726116,7.0,273949.0,,,118,5381.0,,83.0,,98.4,,,,2019-03-24T02:28:37.631Z
316483,562.42828,Escherichia coli strain MUGSI_148,562,WGS,4930095,50.718494,17.0,92397.0,,,177,4916.0,,85.0,,98.7,,,,2019-03-24T02:24:04.141Z
316485,562.42829,Escherichia coli strain MUGSI_151,562,WGS,5194203,50.760414,5.0,280422.0,,,82,5213.0,,82.0,,98.5,,,,2019-03-24T02:28:54.106Z
316487,562.4283,Escherichia coli strain MUGSI_154,562,WGS,4815174,50.578857,10.0,206074.0,,,103,4793.0,,84.0,,98.8,,,,2019-03-24T02:24:09.241Z
316489,562.42831,Escherichia coli strain MUGSI_162,562,WGS,5164437,50.77531,7.0,222847.0,,,105,5222.0,,83.0,,98.2,,,,2019-03-24T02:24:42.777Z
316491,562.42832,Escherichia coli strain MUGSI_164,562,WGS,5256213,50.77953,10.0,197377.0,,,114,5364.0,,84.0,,98.1,,,,2019-03-24T02:26:27.795Z
316493,562.42833,Escherichia coli strain MUGSI_174,562,WGS,5207321,50.726685,10.0,209517.0,,,123,5314.0,,81.0,,98.3,,,,2019-03-24T02:27:48.274Z
316495,562.42834,Escherichia coli strain MUGSI_179,562,WGS,5253565,50.816505,11.0,182468.0,,,279,5468.0,,81.0,,97.9,,,,2019-03-24T02:27:59.796Z
316497,562.42835,Escherichia coli strain MUGSI_201,562,WGS,5281106,50.54894,9.0,182924.0,,,165,5384.0,,84.0,,98.8,,,,2019-03-24T02:27:54.050Z
316499,562.42836,Escherichia coli strain MUGSI_205,562,WGS,4968678,50.82923,5.0,379843.0,,,91,4999.0,,83.0,,99.2,,,,2019-03-24T02:32:03.201Z
316501,562.42837,Escherichia coli strain MUGSI_206,562,WGS,5004426,50.81522,6.0,218580.0,,,76,5007.0,,81.0,,98.2,,,,2019-03-24T02:31:53.075Z
316503,562.42838,Escherichia coli strain MUGSI_209,562,WGS,4918674,50.718227,6.0,296890.0,,,92,4872.0,,83.0,,99.0,,,,2019-03-24T02:31:58.127Z
316505,562.42839,Escherichia coli strain MUGSI_210,562,WGS,5280084,50.69804,6.0,244397.0,,,198,5452.0,,87.0,,98.3,,,,2019-03-24T02:32:08.102Z
316507,562.4284,Escherichia coli strain MUGSI_212,562,WGS,5158429,50.76387,6.0,297787.0,,,82,5206.0,,83.0,,98.1,,,,2019-03-24T02:28:42.925Z
316509,562.42841,Escherichia coli strain MUGSI_217,562,WGS,5312133,50.705696,7.0,258211.0,,,188,5429.0,,86.0,,98.7,,,,2019-03-24T02:28:59.778Z
316511,562.42842,Escherichia coli strain MUGSI_218,562,WGS,5184504,50.67374,5.0,392169.0,,,110,5179.0,,86.0,,98.9,,,,2019-03-24T02:29:17.948Z
316513,562.42843,Escherichia coli strain MUGSI_226,562,WGS,5102847,50.603577,11.0,133912.0,,,136,5187.0,,86.0,,98.8,,,,2019-03-24T02:31:27.550Z
316515,562.42844,Escherichia coli strain MUGSI_242,562,WGS,4923175,50.674698,5.0,368931.0,,,74,4848.0,,80.0,,99.1,,,,2019-03-24T02:35:30.905Z
316517,562.42845,Escherichia coli strain MUGSI_243,562,WGS,5165154,50.47875,7.0,333168.0,,,111,5178.0,,82.0,,98.8,,,,2019-03-24T02:32:33.554Z
316519,562.42846,Escherichia coli strain MUGSI_244,562,WGS,4855941,50.497524,13.0,132997.0,,,151,4904.0,,81.0,,98.2,,,,2019-03-24T02:32:39.226Z
316521,562.42847,Escherichia coli strain MUGSI_245,562,WGS,5112250,50.625244,10.0,154897.0,,,128,5130.0,,84.0,,98.0,,,,2019-03-24T02:32:44.512Z
316523,562.42848,Escherichia coli strain MUGSI_247,562,WGS,5116121,50.558323,5.0,376689.0,,,103,5210.0,,88.0,,98.6,,,,2019-03-24T02:37:00.106Z
316525,562.42849,Escherichia coli strain MUGSI_248,562,WGS,5338006,50.721523,8.0,209669.0,,,137,5456.0,,83.0,,98.6,,,,2019-03-24T02:37:12.965Z
316527,562.4285,Escherichia coli strain MUGSI_249,562,WGS,5138240,50.52224,7.0,245257.0,,,142,5192.0,,87.0,,98.7,,,,2019-03-24T02:36:54.683Z
316529,562.42851,Escherichia coli strain MUGSI_25,562,WGS,5249291,50.454014,11.0,199223.0,,,135,5331.0,,85.0,,98.7,,,,2019-03-24T02:33:29.127Z
316531,562.42852,Escherichia coli strain MUGSI_250,562,WGS,5104418,50.78248,7.0,229598.0,,,100,5106.0,,84.0,,98.6,,,,2019-03-24T02:37:07.813Z
316533,562.42853,Escherichia coli strain MUGSI_255,562,WGS,5089426,50.820133,8.0,209431.0,,,104,5108.0,,83.0,,98.2,,,,2019-03-24T02:33:34.328Z
316535,562.42854,Escherichia coli strain MUGSI_257,562,WGS,4945840,50.445606,9.0,186932.0,,,121,5000.0,,89.0,,98.2,,,,2019-03-24T02:33:50.481Z
316537,562.42855,Escherichia coli strain MUGSI_258,562,WGS,5052087,50.84491,10.0,176334.0,,,87,5107.0,,81.0,,98.6,,,,2019-03-24T02:35:59.605Z
316539,562.42856,Escherichia coli strain MUGSI_273,562,WGS,5224251,50.649654,4.0,594962.0,,,74,5234.0,,86.0,,98.6,,,,2019-03-24T02:40:40.510Z
316541,562.42857,Escherichia coli strain MUGSI_274,562,WGS,5424193,54.9172,4.0,421861.0,,,71,5322.0,,85.0,,98.0,,,,2019-03-24T02:41:41.089Z
316543,562.42858,Escherichia coli strain MUGSI_276,562,WGS,5146613,50.824764,5.0,392019.0,,,60,5173.0,,84.0,,98.5,,,,2019-03-24T02:40:30.310Z
316545,562.42859,Escherichia coli strain MUGSI_278,562,WGS,5252910,50.743702,13.0,159638.0,,,208,5469.0,,82.0,,98.3,,,,2019-03-24T02:40:45.786Z
316547,562.4286,Escherichia coli strain MUGSI_280,562,WGS,5402430,50.47259,8.0,235574.0,,,123,5343.0,,85.0,,98.6,,,,2019-03-24T02:37:44.561Z
316549,562.42861,Escherichia coli strain MUGSI_287,562,WGS,5077113,50.761368,5.0,340966.0,,,83,5070.0,,81.0,,98.6,,,,2019-03-24T02:37:39.257Z
316551,562.42862,Escherichia coli strain MUGSI_292,562,WGS,5307159,50.673534,9.0,226152.0,,,121,5430.0,,84.0,,98.3,,,,2019-03-24T02:37:54.992Z
316553,562.42863,Escherichia coli strain MUGSI_301,562,WGS,5261896,50.7572,7.0,330806.0,,,133,5323.0,,82.0,,98.2,,,,2019-03-24T02:38:05.212Z
316555,562.42864,Escherichia coli strain MUGSI_313,562,WGS,5628138,50.449795,11.0,147081.0,,,326,5865.0,,91.0,,98.1,,,,2019-03-24T02:38:26.783Z
316557,562.42865,Escherichia coli strain MUGSI_319,562,WGS,5223907,50.65647,5.0,363354.0,,,141,5292.0,,83.0,,98.9,,,,2019-03-24T02:38:15.334Z
316559,562.42866,Escherichia coli strain MUGSI_44,562,WGS,5513091,50.540215,14.0,100420.0,,,334,5693.0,,87.0,,98.5,,,,2019-03-24T02:45:04.840Z
316561,562.42867,Escherichia coli strain MUGSI_47,562,WGS,5281809,50.812065,6.0,326380.0,,,100,5351.0,,82.0,,98.4,,,,2019-03-24T02:40:25.086Z
316563,562.42868,Escherichia coli strain MUGSI_55,562,WGS,5033097,50.791103,12.0,106447.0,,,220,5177.0,,81.0,,98.7,,,,2019-03-24T02:45:44.091Z
316565,562.42869,Escherichia coli strain MUGSI_60,562,WGS,5495752,50.594463,15.0,103214.0,,,283,5774.0,,82.0,,98.7,,,,2019-03-24T02:46:02.616Z
316567,562.4287,Escherichia coli strain MUGSI_81,562,WGS,5091262,50.616447,12.0,131569.0,,,178,5070.0,,86.0,,99.4,,,,2019-03-24T02:46:08.574Z
316569,562.42871,Escherichia coli strain MUGSI_9,562,WGS,5247833,50.45456,11.0,199223.0,,,125,5323.0,,85.0,,98.7,,,,2019-03-24T02:46:14.327Z
316571,562.42872,Escherichia coli strain MUGSI_90,562,WGS,5159095,50.46567,9.0,202151.0,,,118,5081.0,,91.0,,98.4,,,,2019-03-24T02:42:52.463Z
316573,562.42873,Escherichia coli strain MUGSI_93,562,WGS,5227191,50.810673,7.0,235308.0,,,160,5325.0,,85.0,,98.6,,,,2019-03-24T02:42:57.792Z
318130,562.12962,Escherichia coli strain PB486,562,WGS,5385404,57.42,5.0,369542.0,,,35,5288.0,4978.0,80.0,,97.9,95.5,4.8,,2016-11-19T16:11:29.319Z
318290,562.58621,Escherichia coli strain PH100,562,WGS,6072913,47.535145,47.0,36900.0,0.0,0.0,1119,6160.0,,99.0,,72.7,,,,2020-03-31T20:12:49.399Z
318291,562.58622,Escherichia coli strain PH101-2,562,WGS,5279428,50.942963,43.0,34443.0,0.0,0.0,465,5461.0,,77.0,,94.6,,,,2020-03-31T20:12:43.597Z
318292,562.58623,Escherichia coli strain PH105,562,WGS,5224510,50.761257,22.0,86437.0,0.0,0.0,261,5257.0,,71.0,,95.9,,,,2020-03-31T20:12:37.647Z
318293,562.58624,Escherichia coli strain PH108,562,WGS,5010749,51.39072,57.0,23199.0,0.0,0.0,509,5020.0,,74.0,,96.1,,,,2020-03-31T20:12:35.707Z
318294,562.58625,Escherichia coli strain PH114,562,WGS,5276673,50.489258,16.0,103733.0,0.0,0.0,246,5336.0,,73.0,,95.7,,,,2020-03-31T20:12:41.605Z
318295,562.58626,Escherichia coli strain PH118,562,WGS,4090023,51.228683,32.0,38076.0,0.0,0.0,270,4106.0,,62.0,,92.2,,,,2020-03-31T20:12:34.144Z
318296,562.58627,Escherichia coli strain PH129,562,WGS,5172565,50.843296,12.0,159218.0,0.0,0.0,179,5220.0,,80.0,,95.6,,,,2020-03-31T20:12:29.210Z
318297,562.58628,Escherichia coli strain PH135,562,WGS,4660484,50.909584,10.0,167100.0,0.0,0.0,97,4541.0,,73.0,,96.3,,,,2020-03-31T20:12:27.433Z
318298,562.58629,Escherichia coli strain PH141,562,WGS,5016338,51.027065,32.0,43865.0,0.0,0.0,288,4962.0,,48.0,,95.2,,,,2020-03-31T20:12:25.591Z
318299,562.5863,Escherichia coli strain PH143,562,WGS,4734848,51.117226,21.0,63520.0,0.0,0.0,237,4690.0,,62.0,,95.4,,,,2020-03-31T20:12:31.042Z
318300,562.58631,Escherichia coli strain PH151-2,562,WGS,5121810,51.10123,24.0,62006.0,0.0,0.0,258,5232.0,,54.0,,95.7,,,,2020-03-31T20:12:39.661Z
318301,562.58632,Escherichia coli strain PH156-1,562,WGS,4862019,51.10311,29.0,53965.0,0.0,0.0,307,4934.0,,68.0,,91.6,,,,2020-03-31T20:12:45.610Z
318302,562.58633,Escherichia coli strain PH18,562,WGS,5008175,51.025314,18.0,97722.0,0.0,0.0,209,5067.0,,65.0,,95.7,,,,2020-03-31T20:12:47.368Z
318303,562.58634,Escherichia coli strain PH20,562,WGS,4808865,51.343445,38.0,38695.0,0.0,0.0,282,4774.0,,70.0,,95.3,,,,2020-03-31T20:02:13.755Z
318304,562.58635,Escherichia coli strain PH31,562,WGS,5012619,51.052036,21.0,65335.0,0.0,0.0,253,5094.0,,64.0,,94.5,,,,2020-03-31T20:02:15.592Z
318305,562.58636,Escherichia coli strain PH39,562,WGS,4714538,51.18178,28.0,58524.0,0.0,0.0,303,4805.0,,46.0,,94.7,,,,2020-03-31T20:12:17.535Z
318306,562.58637,Escherichia coli strain PH5,562,WGS,5614324,51.135166,175.0,7794.0,0.0,0.0,2752,7693.0,,61.0,,76.1,,,,2020-03-31T20:12:22.395Z
318307,562.58638,Escherichia coli strain PH51,562,WGS,5597614,51.10383,127.0,10629.0,0.0,0.0,2165,7183.0,,70.0,,80.6,,,,2020-03-31T20:12:19.695Z
318308,562.5864,Escherichia coli strain PH85,562,WGS,5031956,50.907173,17.0,108455.0,0.0,0.0,134,4938.0,,71.0,,96.0,,,,2020-03-31T20:12:54.031Z
318309,562.58641,Escherichia coli strain PH90,562,WGS,5096355,50.899437,28.0,60309.0,0.0,0.0,315,5171.0,,93.0,,95.3,,,,2020-03-31T20:12:57.855Z
318310,562.58642,Escherichia coli strain PH92-1,562,WGS,5063542,50.93333,33.0,42723.0,0.0,0.0,348,5127.0,,68.0,,95.9,,,,2020-03-31T20:12:55.908Z
318311,562.58644,Escherichia coli strain PH93,562,WGS,4999867,51.291763,50.0,29610.0,0.0,0.0,451,5085.0,,74.0,,96.2,,,,2020-03-31T20:23:25.981Z
318312,562.58643,Escherichia coli strain PH94,562,WGS,4760411,51.291737,35.0,37946.0,0.0,0.0,296,4662.0,,79.0,,96.4,,,,2020-03-31T20:23:30.091Z
318313,562.5865,Escherichia coli strain PH98,562,WGS,4623776,51.32387,31.0,40252.0,0.0,0.0,265,4572.0,,72.0,,96.4,,,,2020-03-31T20:13:22.223Z
319124,562.65803,Escherichia coli strain R107,562,WGS,4757388,50.631775,9.0,148820.0,0.0,0.0,90,4711.0,,81.0,,99.0,,,,2020-10-29T01:19:21.653Z
319218,562.7702,Escherichia coli strain R203092-3B,562,WGS,4925521,50.56,18.0,95268.0,,,141,5068.0,4655.0,88.0,,99.0,100.0,0.4,,2016-01-17T17:07:10.162Z
